"","Strain","MouseID","Sex","CoatColor","Asymptote","Slope","Inf_point"
"163","BTBR T<+>ltpr3<tf>/J","LL1-2_002282-F-AX8-8-42409-2-S027","F","Agouti",6.31054155862102,0.133520718914011,5.92661936247943
"164","BTBR T<+>ltpr3<tf>/J","LL1-3_002282-F-AX8-8-42409-3-S027","F","Agouti",5.67920000438804,0.126545349060468,6.25330304042345
"165","BTBR T<+>ltpr3<tf>/J","LL1-4_002282-F-AX8-8-42409-4-S027","F","Agouti",7.27471257341911,0.147237830226013,5.37447714970853
"166","BTBR T<+>ltpr3<tf>/J","LL2-1_BTBR","M","Agouti",5.56814541844022,0.132110402051883,5.98988750000891
"167","BTBR T<+>ltpr3<tf>/J","LL2-2_BTBR","M","Agouti",6.8289472327991,0.134206364403745,5.89634025589514
"168","BTBR T<+>ltpr3<tf>/J","LL2-3_BTBR","M","Agouti",6.28169675393516,0.132695984771026,5.96345357587606
"169","BTBR T<+>ltpr3<tf>/J","LL2-4_BTBR","M","Agouti",3.02496460165182,0.112448985897868,7.03720396241683
"170","BTBR T<+>ltpr3<tf>/J","LL2-1_002282-F-AX8-8-42409-5-S027","F","Agouti",8.2968077959003,0.157545512839189,5.02284515565759
"171","BTBR T<+>ltpr3<tf>/J","LL2-2_002282-F-AX8-8-42409-6-S028","F","Agouti",4.57978973934639,0.105132373158634,7.52695243154411
"172","BTBR T<+>ltpr3<tf>/J","LL2-3_002282-F-AX8-8-42409-7-S028","F","Agouti",6.51198431011809,0.156293711509347,5.06306852216803
"173","BTBR T<+>ltpr3<tf>/J","LL2-4_002282-F-AX8-8-42409-8-S028","F","Agouti",3.83557690816891,0.135516977937258,5.83931317255369
